DENS,GR,SP,DEEP_RES,CAL,Lithology
2.2549,294.9065,-68.9063,8.8441,9.9692,Granitiod
2.5712,283.6993,66.7188,1705.7378,8.9558,Granitiod
2.589,127.297,-1.31,4.464,11.885,Granitiod
2.134,152.279,3.044,0.715,14.34,Granitiod
2.478,84.2289,48.75,7.0445,3.334,Granitiod
2.5275,218.3932,117.8906,941.1362,8.9558,Granitiod
2.0,83.398,-2.732,0.408,14.035,Basin Fill
2.9022,56.8586,-78.125,397.814,9.1247,Granitiod
2.404,205.16,1.765,1.95,12.955,Granitiod
3.846,172.103,-2.33,37.672,9.6,Granitiod
,89.448,-2.12,0.424,14.178,Basin Fill
2.515,152.499,-1.257,2.388,12.253,Granitiod
2.398,169.149,0.957,2.407,11.771,Granitiod
2.435,187.107,1.267,1.593,13.008,Granitiod
2.5478,185.2172,122.0833,466.6533,8.3526,Granitiod
2.843,61.92,1.899,25.889,10.6,Granitiod
2.345,205.0,3.581,1.521,12.956,Granitiod
2.4367,169.4876,-53.6719,10.2825,10.1864,Granitiod
2.489,141.68,4.497,1.045,13.604,Granitiod
2.418,220.8201,124.6635,1950.0,9.921,Granitiod
2.5657,124.1365,165.7031,117.1851,9.4867,Granitiod
2.499,187.705,4.026,1.535,14.013,Granitiod
2.429,187.996,3.216,1.652,12.325,Granitiod
2.234,104.39,3.316,1.637,14.17,Granitiod
2.8327,70.588,-123.6719,66.8299,8.7508,Granitiod
2.142,167.617,1.933,1.289,11.118,Granitiod
2.4351,80.377,-83.5938,5.6652,9.8727,Granitiod
2.415,110.0,4.465,2.666,8.2,Granitiod
2.604,130.706,2.406,5.258,12.539,Granitiod
2.561,107.833,2.086,4.674,11.5,Granitiod
2.7422,96.1022,45.625,6.5315,3.2616,Granitiod
2.4312,32.2815,75.0,65.9508,3.4788,Basin Fill
3.675,158.8,-0.695,61.778,9.5,Granitiod
,81.522,-1.405,0.401,14.258,Basin Fill
3.729,155.869,-0.374,38.311,9.4,Granitiod
2.3866,192.2934,-42.5,12.1216,10.4759,Granitiod
2.5823,172.6937,122.2656,196.8649,9.4143,Granitiod
2.196,170.256,-3.266,3.355,10.547,Granitiod
2.1236,79.2056,54.375,113.0604,3.4305,Basin Fill
2.5397,164.0698,71.6406,501.2133,8.8352,Granitiod
2.754,92.4492,43.125,6.3829,3.2375,Granitiod
2.227,161.163,3.444,1.015,14.393,Granitiod
2.2517,96.7587,56.6406,126.3899,3.3823,Basin Fill
2.474,89.824,-1.35,0.548,13.027,Basin Fill
2.5965,200.1523,48.5156,1948.8787,9.559,Granitiod
2.4562,186.6132,-58.125,14.0134,9.8486,Granitiod
3.388,146.746,0.147,26.526,10.0,Granitiod
2.5775,201.5792,79.375,191.3441,8.9317,Granitiod
2.635,136.162,0.428,2.88,10.2,Granitiod
2.071,159.467,1.384,1.95,11.856,Granitiod
3.536,155.007,-1.257,33.406,10.0,Granitiod
2.5718,225.5323,119.375,604.8069,8.8111,Granitiod
2.6774,143.1196,75.7031,834.1716,9.1247,Granitiod
2.5674,242.2575,114.5313,954.3369,8.6663,Granitiod
2.5939,180.225,155.4464,654.9332,8.8593,Granitiod
2.573,137.281,-0.107,2.993,10.3,Granitiod
2.5412,109.0083,163.4375,691.0033,9.173,Granitiod
2.444,169.634,3.914,1.862,12.915,Granitiod
2.5977,253.7883,111.5625,585.1799,8.6663,Granitiod
2.632,123.674,4.011,5.268,12.941,Granitiod
3.778,160.151,-2.213,24.788,8.9,Granitiod
2.117,122.017,5.508,1.287,14.963,Granitiod
1.656,117.764,1.337,2.527,12.7,Granitiod
3.766,135.07,6.17,8.684,10.4,Granitiod
2.5804,170.7237,112.1875,533.3093,8.6663,Granitiod
2.147,159.733,-0.826,2.693,10.547,Granitiod
,90.217,-0.813,0.401,14.138,Basin Fill
2.042,124.303,3.085,5.579,10.6,Granitiod
2.263,165.88,2.741,0.909,14.157,Granitiod
2.518,253.685,3.999,1.762,13.493,Granitiod
,86.413,-1.016,0.401,14.338,Basin Fill
2.4639,80.3184,51.7188,6.4662,3.3581,Granitiod
2.274,118.623,5.936,1.015,14.896,Granitiod
2.358,54.887,79.1071,68.3335,3.4788,Basin Fill
,166.212,1.306,0.716,14.223,Granitiod
,86.957,-1.23,0.46,14.138,Basin Fill
2.7774,54.3771,54.375,900.6024,10.5362,Granitiod
2.9628,61.1118,-77.7344,255.2162,9.0041,Granitiod
,99.734,4.626,1.242,15.029,Granitiod
2.05,102.717,1.84,0.64,14.291,Granitiod
2.322,191.604,2.373,2.08,12.055,Granitiod
,125.719,1.815,0.77,14.131,Basin Fill
2.582,134.574,2.679,5.618,12.76,Granitiod
2.6229,154.7094,123.3594,213.2984,8.9558,Granitiod
2.701,75.548,3.298,7.56,9.6,Granitiod
2.34,108.152,1.84,0.779,14.291,Granitiod
2.324,121.498,2.353,1.426,13.021,Granitiod
2.391,161.255,0.212,3.115,11.559,Granitiod
,116.489,5.355,1.144,14.989,Granitiod
2.371,157.195,2.166,2.522,10.0,Granitiod
,145.011,3.097,0.77,13.714,Basin Fill
3.441,159.966,0.963,81.388,10.1,Granitiod
2.7294,80.8344,-83.75,57.0919,9.2695,Granitiod
2.8136,70.9583,-82.6563,54.0522,9.2936,Granitiod
2.655,137.234,3.476,6.216,12.635,Granitiod
,148.015,1.561,0.683,14.302,Granitiod
3.669,159.222,-1.283,31.678,9.9,Granitiod
3.292,199.364,4.468,26.185,9.7,Granitiod
2.4754,159.6121,-48.9063,13.7379,10.3191,Granitiod
2.4134,79.3195,52.4219,7.4072,3.3823,Granitiod
2.328,192.16,-1.047,2.57,10.88,Granitiod
3.626,140.447,-1.043,24.438,9.2,Granitiod
2.005,102.675,2.037,0.814,14.254,Granitiod
2.5945,189.5024,70.0781,267.2001,8.7869,Granitiod
2.5929,143.9187,86.9531,298.8133,8.7869,Granitiod
2.644,132.447,2.406,3.855,13.34,Granitiod
2.64,146.8867,51.7969,669.4087,8.8111,Granitiod
2.5869,219.2215,106.9643,531.4614,8.7869,Granitiod
2.507,179.694,2.041,2.09,9.6,Granitiod
2.229,165.324,2.066,1.622,11.486,Granitiod
2.577,148.404,3.369,4.237,13.47,Granitiod
3.685,158.78,-3.164,29.063,10.0,Granitiod
3.605,151.315,-1.364,55.328,10.1,Granitiod
2.095,158.4,-3.324,3.816,10.213,Granitiod
2.6035,168.3482,125.8594,248.9968,8.7266,Granitiod
3.613,101.804,4.759,21.01,9.6,Granitiod
2.629,166.29,3.416,2.061,13.436,Granitiod
2.6116,80.5183,49.375,6.9756,3.3099,Granitiod
3.494,135.598,6.291,10.534,9.6,Granitiod
2.6439,91.3927,48.75,7.1147,3.334,Granitiod
,83.166,-2.098,0.468,14.038,Basin Fill
2.5185,140.3745,-59.8438,5.8451,12.008,Granitiod
2.728,48.296,2.234,24.754,10.6,Granitiod
2.482,158.943,4.138,0.875,14.313,Granitiod
2.441,171.909,2.086,2.799,9.6,Granitiod
2.446,138.277,0.801,3.201,9.8,Granitiod
3.674,149.071,3.075,17.98,9.2,Granitiod
,56.709,-3.9,1.794,14.144,Basin Fill
2.4221,187.0706,-46.4844,15.3813,10.1622,Granitiod
2.476,107.741,1.664,0.814,14.185,Granitiod
2.4681,168.4592,-27.5,11.0679,11.1032,Granitiod
2.078,123.817,3.085,5.568,10.6,Granitiod
2.627,252.191,2.958,3.677,10.0,Granitiod
2.4733,154.0737,-20.0,13.4026,10.2949,Granitiod
2.45,191.698,1.335,2.118,12.203,Granitiod
1.949,119.693,2.594,2.311,9.9,Granitiod
3.414,203.593,-4.873,85.284,9.4,Granitiod
,75.287,-2.2,0.46,14.178,Basin Fill
2.56,79.4338,51.0417,7.9906,3.3823,Granitiod
2.326,121.686,-0.749,3.646,11.518,Granitiod
2.4633,126.2234,117.4107,73.55,9.1127,Granitiod
3.685,136.808,-2.773,49.15,9.3,Granitiod
2.176,129.96,-4.571,1.812,10.823,Granitiod
2.04,134.519,2.607,0.852,14.419,Granitiod
2.532,152.407,4.759,4.109,13.367,Granitiod
2.214,152.479,-0.211,4.546,10.678,Granitiod
2.6581,130.0746,73.75,334.8065,8.7508,Granitiod
3.189,158.627,-4.766,28.436,9.6,Granitiod
3.56,91.44,4.752,2.697,11.5,Granitiod
2.4013,73.3828,42.1875,11.7021,3.3581,Granitiod
,129.385,4.84,1.05,14.979,Granitiod
2.331,143.829,-2.272,1.165,12.786,Granitiod
2.1009,75.1524,75.0,82.8253,3.4547,Basin Fill
2.755,58.237,2.021,27.863,10.6,Granitiod
2.1973,103.8373,53.9844,156.5484,3.4305,Basin Fill
2.6078,225.8406,80.0,595.4583,8.7387,Granitiod
2.8521,81.2057,-76.0938,79.683,8.9558,Granitiod
2.4104,184.8716,-25.0,12.2843,10.0175,Granitiod
3.524,157.316,-0.464,39.747,9.5,Granitiod
2.5933,157.7614,160.1563,741.7935,8.8835,Granitiod
2.6226,171.7807,129.4531,152.0703,8.7387,Granitiod
2.6026,89.5095,49.375,6.8864,3.3581,Granitiod
2.444,127.7867,-58.6111,5.2937,11.6582,Granitiod
2.4406,131.3834,-65.4167,16.4237,9.4143,Granitiod
2.472,141.303,1.659,4.754,9.6,Granitiod
2.3831,171.3133,-13.75,11.2504,10.2105,Granitiod
2.656,148.602,1.845,12.859,11.806,Granitiod
2.316,125.879,4.893,1.222,14.843,Granitiod
3.5,159.498,-0.802,23.885,9.8,Granitiod
2.6005,229.4976,111.7969,225.9489,8.7146,Granitiod
2.5325,199.526,110.3125,247.0687,9.1127,Granitiod
2.566,161.461,1.016,1.95,14.484,Granitiod
2.705,632.6389,159.4531,1041.7744,8.8473,Granitiod
2.5868,228.3543,11.5625,928.1353,8.9558,Granitiod
2.278,126.596,1.337,2.477,14.508,Granitiod
2.473,101.733,-2.455,2.535,12.2,Granitiod
2.3848,86.1409,42.0313,11.9053,3.3823,Granitiod
2.7248,83.118,-66.6667,189.3804,8.9076,Granitiod
3.571,122.411,4.934,3.249,10.7,Granitiod
3.892,78.333,4.427,6.481,11.5,Granitiod
1.853,159.393,2.12,2.708,11.5,Granitiod
,85.326,-1.295,0.404,14.176,Basin Fill
2.5812,144.7739,46.9531,464.1042,9.1006,Granitiod
2.352,180.216,-1.687,2.642,11.199,Granitiod
3.633,102.443,4.759,21.8,9.6,Granitiod
2.567,144.964,-1.497,6.39,11.883,Granitiod
2.359,163.399,-2.66,2.618,11.106,Granitiod
2.268,157.324,-0.053,2.432,13.234,Granitiod
2.5695,132.3839,34.5313,254.9319,8.8231,Granitiod
2.484,140.166,5.615,1.143,14.684,Granitiod
,89.431,-0.113,0.784,14.144,Basin Fill
2.6025,194.7312,111.25,231.1591,8.6904,Granitiod
3.29,117.296,5.479,3.831,10.6,Granitiod
2.1771,84.1717,58.9844,386.0539,3.4305,Basin Fill
2.6375,135.4687,56.875,763.2725,8.7628,Granitiod
2.5948,163.4456,105.0,289.8992,8.7628,Granitiod
2.5597,181.7708,48.8281,1950.0,9.5832,Granitiod
2.7895,134.2645,44.375,6.6091,3.2858,Granitiod
2.5969,235.2055,110.7813,1778.2913,8.7628,Granitiod
2.335,186.828,0.652,2.792,11.977,Granitiod
2.2993,25.7452,62.4219,77.1577,3.4547,Basin Fill
2.003,83.483,-2.332,0.416,14.081,Basin Fill
2.5868,234.2078,111.4286,1950.0,8.7628,Granitiod
2.6011,150.9415,135.8929,621.7991,8.8231,Granitiod
3.727,177.127,-1.31,55.92,9.9,Granitiod
,113.298,1.765,2.818,14.883,Granitiod
2.497,175.387,3.672,2.08,14.325,Granitiod
2.1805,77.2645,54.9219,164.5398,3.4064,Basin Fill
,123.78,4.439,0.821,14.923,Granitiod
2.451,84.427,4.161,3.325,8.2,Granitiod
2.336,181.915,0.451,1.667,11.452,Granitiod
2.7366,97.7008,50.625,6.4382,3.3099,Granitiod
2.061,125.533,4.545,0.951,14.949,Granitiod
2.1502,82.7445,61.5625,97.173,3.4064,Basin Fill
2.11,173.924,3.984,1.112,13.493,Granitiod
2.491,79.469,2.009,2.4,10.2,Granitiod
2.295,148.948,-0.909,1.714,12.552,Granitiod
3.75,222.17,-2.129,102.17,9.4,Granitiod
2.8015,83.5459,-84.6094,121.4669,9.0765,Granitiod
3.578,70.583,2.713,18.654,10.3,Granitiod
2.448,77.615,3.774,3.147,8.2,Granitiod
2.5842,178.5162,4.9107,1344.5453,8.9558,Granitiod
2.503,208.686,2.62,2.198,12.968,Granitiod
2.239,126.863,3.191,10.179,10.6,Granitiod
3.203,143.281,1.444,60.966,10.0,Granitiod
2.607,187.766,3.225,2.95,12.941,Granitiod
3.844,57.355,3.748,10.446,11.0,Granitiod
2.465,143.064,1.043,2.158,11.974,Granitiod
2.4773,162.2669,-48.3594,12.612,10.8378,Granitiod
3.702,159.918,-0.81,35.064,10.0,Granitiod
2.748,74.088,3.536,5.18,11.0,Granitiod
2.476,173.041,1.123,1.593,14.589,Granitiod
2.47,142.016,4.639,1.426,14.838,Granitiod
2.881,182.006,2.91,19.036,12.8,Granitiod
2.446,142.66,-0.076,4.72,11.687,Granitiod
2.48,203.393,2.653,3.005,12.34,Granitiod
2.5604,194.9872,103.125,294.0498,8.7628,Granitiod
3.798,140.78,-1.23,46.007,9.4,Granitiod
2.6123,185.6805,10.625,1518.526,10.6448,Granitiod
2.4394,41.6719,60.625,37.1885,3.4547,Basin Fill
,86.486,-1.998,0.339,14.252,Basin Fill
2.198,130.872,4.783,1.072,14.961,Granitiod
2.781,74.568,3.536,5.001,12.4,Granitiod
,80.379,-1.749,0.46,14.106,Basin Fill
2.4274,165.5759,-15.2344,12.0486,10.3794,Granitiod
2.5938,189.3361,97.1875,583.7992,10.0657,Granitiod
2.656,125.133,-4.332,5.095,9.9,Granitiod
2.47,94.851,-0.82,0.606,12.677,Basin Fill
2.5655,270.7997,15.7813,1083.407,9.4625,Granitiod
3.371,92.23,4.362,3.882,11.0,Granitiod
,88.742,-1.49,0.365,14.303,Basin Fill
3.788,169.279,-0.508,31.692,10.3,Granitiod
3.464,127.171,6.64,5.111,9.9,Granitiod
2.597,174.449,1.734,1.812,13.692,Granitiod
2.4445,181.4752,-27.5781,11.567,10.0657,Granitiod
2.9587,104.2949,43.0469,6.929,3.2375,Granitiod
2.139,91.4217,59.8438,93.6262,3.4185,Basin Fill
,113.411,4.628,1.21,14.963,Granitiod
2.5698,183.3672,151.875,830.4199,8.6663,Granitiod
3.69,156.142,-0.963,25.717,10.2,Granitiod
3.352,128.128,6.085,12.439,9.6,Granitiod
2.106,126.693,2.905,2.894,10.0,Granitiod
2.5751,93.5053,51.0938,6.863,3.334,Granitiod
2.504,171.686,1.503,1.521,14.551,Granitiod
1.999,85.126,-2.41,0.408,14.079,Basin Fill
2.8316,53.1477,-76.875,74.4974,9.2454,Granitiod
,178.493,2.894,1.082,14.104,Basin Fill
2.952,211.328,4.937,3.909,11.2,Granitiod
3.352,162.098,-2.968,22.809,8.9,Granitiod
2.435,155.5286,-15.1563,10.6216,10.5483,Granitiod
,87.817,-1.658,0.412,14.129,Basin Fill
2.3947,163.6642,-36.25,10.2645,10.5483,Granitiod
2.7775,83.3155,49.375,6.4907,3.3099,Granitiod
3.341,153.904,-3.485,39.365,9.2,Granitiod
2.325,93.172,3.079,1.242,12.364,Basin Fill
2.3629,36.4773,64.2188,64.6378,3.4547,Basin Fill
2.5656,436.7,37.5781,1950.0,9.4022,Granitiod
3.787,177.775,4.468,17.81,9.8,Granitiod
3.736,162.076,-0.925,39.333,9.5,Granitiod
3.605,157.807,-2.951,37.185,9.6,Granitiod
2.5978,192.0456,119.375,329.4113,8.7628,Granitiod
2.5968,165.9548,68.125,1048.7498,8.9076,Granitiod
2.582,157.914,4.653,1.22,13.676,Granitiod
2.236,103.884,1.529,0.836,14.344,Granitiod
2.295,171.543,-0.413,2.618,11.037,Granitiod
2.335,152.575,1.952,3.159,10.1,Granitiod
2.7557,57.5147,-80.1563,328.5282,9.2212,Granitiod
2.601,134.642,1.765,3.853,13.301,Granitiod
2.107,152.075,2.622,0.844,14.243,Granitiod
2.143,76.6652,61.1719,111.2924,3.4305,Basin Fill
2.8312,58.5994,-77.7344,197.8236,9.1006,Granitiod
2.585,147.71,2.276,3.923,10.9,Granitiod
,88.955,-1.876,0.376,14.072,Basin Fill
2.5852,165.5009,106.875,191.4525,8.9076,Granitiod
2.245,95.59,3.259,1.185,12.46,Basin Fill
2.4463,160.7254,-50.7031,12.2782,10.2588,Granitiod
2.4828,155.3089,48.75,1295.9097,8.8352,Granitiod
3.614,112.625,5.829,3.611,11.3,Granitiod
2.3258,106.6063,52.5,148.4585,3.4305,Basin Fill
2.452,131.1,2.299,2.95,13.818,Granitiod
2.511,131.214,4.987,1.313,14.484,Granitiod
2.2256,90.3938,50.0,125.0759,3.4305,Basin Fill
2.572,176.596,1.658,2.218,14.404,Granitiod
3.416,145.979,0.683,53.986,10.1,Granitiod
2.3939,168.2891,-53.125,13.7017,10.1984,Granitiod
2.5732,186.8519,109.375,437.6526,8.7387,Granitiod
3.696,158.263,-0.067,40.257,9.9,Granitiod
2.58,191.087,3.074,2.367,13.446,Granitiod
2.209,166.093,-0.697,1.622,13.021,Granitiod
2.5942,79.5481,47.7344,7.7075,3.334,Granitiod
2.564,179.3157,102.5,318.2355,8.7869,Granitiod
2.3474,50.4344,78.75,61.4686,3.4667,Basin Fill
2.58,80.383,2.473,1.4,14.291,Granitiod
2.581,174.817,3.644,1.779,14.258,Granitiod
2.8123,86.5137,-70.0,89.7868,9.2454,Granitiod
2.4839,159.7831,-56.875,13.8775,10.0175,Granitiod
3.9431,89.7096,45.0,5.6668,8.8111,Granitiod
2.5525,258.1554,10.625,467.4297,9.5832,Granitiod
2.466,105.095,-0.625,0.59,12.973,Basin Fill
2.5972,174.3194,69.2969,551.3558,8.8593,Granitiod
2.269,169.109,4.759,1.082,13.184,Granitiod
,77.839,-3.048,0.39,14.803,Basin Fill
2.68,111.776,-0.46,4.167,10.5,Granitiod
2.8607,82.7164,44.375,6.6095,3.2978,Granitiod
2.605,186.093,2.449,4.578,10.9,Granitiod
,123.423,5.294,1.375,14.91,Granitiod
2.6728,94.7929,37.5,337.6315,8.8835,Granitiod
2.4251,83.9719,41.3281,10.5841,3.3823,Granitiod
,116.157,5.081,1.165,14.963,Granitiod
2.591,134.548,-1.604,7.202,11.878,Granitiod
3.735,159.437,-1.711,57.113,10.1,Granitiod
3.46,116.935,5.92,2.704,10.9,Granitiod
2.071,130.605,-1.786,1.652,10.927,Granitiod
2.609,178.628,3.759,2.594,13.926,Granitiod
2.1964,88.3961,53.2031,7.197,3.3823,Granitiod
2.5454,160.5274,-73.75,67.6481,9.4384,Granitiod
2.641,64.374,1.658,1.726,9.4,Granitiod
3.624,148.575,-2.406,47.267,9.6,Granitiod
2.657,158.314,4.011,5.031,13.299,Granitiod
2.2181,82.2307,59.375,129.5267,3.4305,Basin Fill
3.63,200.0,-2.63,116.663,9.0,Granitiod
2.948,88.758,4.354,6.455,12.0,Granitiod
2.763,55.108,2.33,18.087,10.5,Granitiod
2.4864,88.8245,41.875,11.9014,3.3823,Granitiod
2.199,150.907,1.578,1.986,12.089,Granitiod
2.4618,160.6957,-16.25,12.8804,10.8137,Granitiod
2.5909,207.8845,157.5781,983.1188,8.8352,Granitiod
2.504,169.6,-0.481,2.14,12.06,Granitiod
2.751,101.6971,45.6944,6.4923,3.2858,Granitiod
3.66,147.394,3.511,19.39,10.2,Granitiod
,92.663,-2.006,0.379,13.846,Basin Fill
2.3831,23.8614,65.0,221.1486,3.4426,Basin Fill
2.462,140.551,-0.267,6.815,11.76,Granitiod
,126.155,4.889,1.005,14.881,Granitiod
2.66,138.797,2.406,4.109,13.314,Granitiod
3.352,129.4,5.92,3.86,10.4,Granitiod
2.598,133.777,3.369,6.103,12.422,Granitiod
2.9555,60.94,-83.4028,100.49,8.9196,Granitiod
3.936,56.826,2.713,18.109,10.7,Granitiod
2.7862,103.5837,154.8438,1581.3843,8.7869,Granitiod
2.623,151.862,3.476,5.937,12.875,Granitiod
2.4219,164.6057,-28.125,10.3966,11.2721,Granitiod
2.134,119.757,3.672,0.453,14.291,Granitiod
2.4197,154.988,-57.1094,12.2748,10.1622,Granitiod
3.59,116.022,4.603,4.02,10.4,Granitiod
3.662,134.988,4.801,13.027,10.2,Granitiod
3.12,61.498,3.333,6.942,10.4,Granitiod
2.1932,96.8161,68.2031,41.5176,3.4547,Basin Fill
2.5022,75.923,53.0469,4.9338,3.3581,Granitiod
2.448,185.532,0.615,2.594,12.234,Granitiod
2.542,110.976,2.532,3.522,10.0,Granitiod
3.722,144.673,5.119,11.812,10.1,Granitiod
2.2089,91.1075,50.7031,79.7187,3.3823,Granitiod
2.351,157.719,-1.337,1.4,12.844,Granitiod
2.428,147.308,1.979,2.664,9.5,Granitiod
2.571,270.0869,53.75,423.1378,11.055,Granitiod
2.4223,187.2409,-28.0469,11.6703,11.0067,Granitiod
2.5788,139.2101,133.2031,743.4777,8.7146,Granitiod
2.541,187.565,74.375,60.893,10.0054,Granitiod
2.4698,173.9104,-22.5,13.6215,10.6086,Granitiod
2.4033,177.9362,-43.5938,10.8638,9.9692,Granitiod
2.661,146.04,3.202,4.805,12.995,Granitiod
2.497,168.085,0.671,2.28,13.367,Granitiod
2.6082,196.6413,131.0938,335.248,8.7869,Granitiod
2.713,84.3143,47.5,6.818,3.334,Granitiod
2.73,95.299,2.654,7.962,10.7,Granitiod
2.7427,95.5322,45.7031,6.8459,3.2858,Granitiod
2.5901,159.4714,112.5,1176.4523,8.5698,Granitiod
2.1459,78.9771,62.0139,121.2804,3.4185,Basin Fill
2.758,102.723,4.446,5.732,12.7,Granitiod
2.7467,68.2468,-71.5278,86.6836,9.6314,Granitiod
2.6665,164.7242,153.2031,1582.0537,8.7869,Granitiod
2.458,88.135,2.053,1.102,14.267,Granitiod
2.7004,78.6086,8.125,174.2118,9.0765,Granitiod
2.189,85.1704,49.6875,125.4466,3.4305,Basin Fill
2.498,202.926,3.572,2.301,12.798,Granitiod
2.613,166.9527,163.5938,1143.9678,9.1489,Granitiod
2.188,104.016,1.746,0.875,13.03,Granitiod
3.746,179.035,5.745,13.253,10.1,Granitiod
2.568,161.251,3.797,2.978,13.048,Granitiod
2.5854,107.5249,62.5,198.8535,8.8111,Granitiod
2.593,137.419,2.299,4.674,12.543,Granitiod
3.71,137.475,5.957,10.056,10.4,Granitiod
2.3933,189.3828,-50.3906,14.4332,10.2588,Granitiod
2.999,85.795,4.05,6.626,11.6,Granitiod
2.517,249.82,0.691,2.792,11.2,Granitiod
2.282,85.7132,53.125,6.2889,3.3823,Granitiod
2.35,181.383,-0.2,2.741,11.563,Granitiod
3.606,154.294,1.23,60.519,9.3,Granitiod
,181.597,1.477,1.607,11.305,Granitiod
2.5299,195.4434,118.4821,486.2283,9.0282,Granitiod
3.365,218.662,4.603,2.794,9.7,Granitiod
2.6583,92.9061,39.375,7.5295,3.2496,Granitiod
2.5942,128.8741,39.5536,199.7262,8.8111,Granitiod
2.076,159.125,-0.685,2.844,10.467,Granitiod
2.205,133.249,4.733,1.048,14.961,Granitiod
2.7964,168.858,45.0,7.3578,3.3099,Granitiod
2.681,82.347,2.907,0.979,14.238,Granitiod
2.7555,57.7736,55.0,633.0344,10.6448,Granitiod
3.746,184.972,4.574,15.183,10.0,Granitiod
2.5487,165.836,126.875,1349.7125,8.3768,Granitiod
2.331,170.163,1.238,1.968,11.293,Granitiod
2.8122,68.1041,-72.6563,155.7944,8.992,Granitiod
2.618,138.298,2.141,4.805,12.654,Granitiod
2.5989,175.6051,130.7031,1659.3354,8.7628,Granitiod
2.435,178.723,-2.179,2.524,11.24,Granitiod
2.212,110.089,3.152,0.664,14.393,Granitiod
2.2593,82.0595,41.7361,11.4094,3.3581,Granitiod
2.6238,221.1055,117.2656,358.4284,8.7146,Granitiod
2.6336,161.9019,133.2813,1403.736,8.7146,Granitiod
2.8406,55.0605,-90.6944,238.0014,9.0765,Granitiod
2.6088,141.6356,87.5,284.6437,9.0041,Granitiod
2.602,257.2147,57.5,1065.8611,8.9076,Granitiod
3.453,190.148,4.973,44.685,10.1,Granitiod
2.4473,165.1769,-35.0,11.1936,10.6448,Granitiod
2.564,237.5731,8.8281,776.4094,8.98,Granitiod
2.112,165.867,0.511,2.619,11.547,Granitiod
2.5729,96.1026,46.875,6.8441,3.3581,Granitiod
2.574,155.321,4.011,1.986,14.843,Granitiod
2.575,187.814,1.44,3.265,12.333,Granitiod
2.2009,82.6874,56.25,64.504,3.4064,Basin Fill
2.2992,32.31,66.875,58.0179,3.4788,Basin Fill
2.8416,66.7343,-71.875,117.0232,8.6904,Granitiod
2.5719,155.9908,158.8393,415.6398,8.9076,Granitiod
2.543,122.553,2.012,4.674,11.5,Granitiod
2.6648,134.2986,66.7969,335.2054,8.7628,Granitiod
2.5634,348.3555,51.9531,1718.0897,8.98,Granitiod
3.851,99.444,2.713,15.177,10.3,Granitiod
2.2234,94.8466,51.25,81.5441,3.3823,Basin Fill
2.6091,183.5104,67.8125,1008.769,8.9076,Granitiod
3.383,126.43,5.132,3.857,10.6,Granitiod
2.6255,181.0819,157.1094,769.0914,8.8593,Granitiod
2.574,181.765,4.225,2.976,13.421,Granitiod
2.025,123.76,-1.91,1.231,11.516,Granitiod
2.173,152.438,-0.969,2.218,11.067,Granitiod
2.9073,64.822,-80.4861,138.1605,8.9076,Granitiod
2.422,252.988,2.749,2.369,9.9,Granitiod
,126.256,4.584,0.828,14.828,Granitiod
2.341,156.026,-1.364,1.668,12.609,Granitiod
2.557,152.772,2.462,3.936,10.1,Granitiod
,82.539,-2.727,0.412,13.865,Basin Fill
,90.024,-1.383,0.379,14.285,Basin Fill
2.4789,174.5969,-48.75,13.9978,11.2239,Granitiod
,189.996,1.265,1.607,10.936,Granitiod
2.3019,91.7356,55.625,50.013,3.3581,Granitiod
3.1203,101.8971,42.6563,8.099,3.2616,Granitiod
2.2822,99.4988,48.2031,261.1565,3.4305,Basin Fill
2.5007,171.2641,80.7031,1702.205,8.606,Granitiod
2.574,169.712,4.212,1.176,13.247,Granitiod
2.352,199.202,2.136,1.715,12.045,Granitiod
2.708,76.078,3.634,6.438,11.1,Granitiod
,118.423,4.519,1.197,15.003,Granitiod
2.2258,81.5739,58.0469,74.8237,3.4305,Basin Fill
2.4396,170.4869,-49.7656,14.2417,10.4759,Granitiod
,89.973,-0.093,0.836,14.144,Basin Fill
2.42,161.6371,-4.375,9.2758,10.2346,Granitiod
2.5728,180.5116,70.1563,263.1422,8.6904,Granitiod
2.6245,159.5887,151.3281,1389.7866,8.7508,Granitiod
2.8357,77.0679,39.375,105.615,8.8593,Granitiod
2.443,164.795,3.394,1.746,13.584,Granitiod
2.148,98.8,-3.901,4.131,10.7,Granitiod
1.989,104.34,-4.43,3.209,11.7,Granitiod
2.586,126.1347,39.375,766.4537,8.7869,Granitiod
2.5544,116.0909,112.0313,177.3015,9.1971,Granitiod
2.321,156.128,-2.075,4.546,11.03,Granitiod
3.788,161.178,-1.337,42.958,10.0,Granitiod
2.221,94.708,-1.013,0.523,13.562,Basin Fill
2.572,167.614,1.711,1.569,14.468,Granitiod
2.052,138.188,2.216,0.884,13.508,Basin Fill
2.496,172.606,1.123,1.507,14.622,Granitiod
2.825,65.5648,39.375,130.3778,8.8835,Granitiod
2.504,175.362,-2.309,3.086,10.3,Granitiod
3.554,157.77,-0.802,24.444,9.8,Granitiod
